"取引日","取引所コード","取引種別","現商品コード","取組高(当業者)(売)","取組高(当業者)(買)","取組高(プロップ、マーケット・メーカー)(売)","取組高(プロップ、マーケット・メーカー)(買)","取組高(ファンド・投資信託)(売)","取組高(ファンド・投資信託)(買)","取組高(一般投資家)(売)","取組高(一般投資家)(買)","取組高(取次者経由)(売)","取組高(取次者経由)(買)","取組高(外国商品先物取引業者経由)(売)","取組高(外国商品先物取引業者経由)(買)","期近帳入値","期先帳入値"
"20210127","77","12","42","","","","","","","","","","","","","43000","43000"
"20210127","77","12","43","","","","","","","","","","","","","49700","49700"
"20210127","77","12","44","","","","","","","","","","","","","44000","44000"
"20210127","77","12","45","","","","","","","","","","","","","46000","46000"
"20210127","77","12","46","","","","","","","","","","","","","49800","49800"
"20210127","77","12","61","305","115","0","0","","","0","3","","","0","187","26.25","6.87"
"20210127","77","12","62","65","35","0","0","","","15","30","","","0","15","29.64","7.42"
"20210127","77","12","63","1463","1633","0","0","","","0","5","","","600","425","30.62","7.57"
"20210127","77","12","64","300","237","0","0","","","1","21","","","7","50","33.91","8.12"
"20210203","77","11","31","972","551","247","564","","","172","89","17","13","0","191","49000","48490"
"20210203","77","11","32","1048","452","164","604","","","42","24","0","1","2","175","51700","50350"
"20210203","77","11","34","","","","","","","","","","","","","55000","53700"
"20210203","77","12","33","26742","4665","7149","7017","0","90462","1891","1712","200","179","88918","20865","37560","36410"
"20210203","77","11","37","86","23","3","61","","","0","5","","","","","50600","47800"
"20210203","77","11","38","87","90","6","3","","","","","","","","","52700","50000"
"20210203","77","12","41","","","","","","","","","","","","","43000","43000"
"20210203","77","12","42","","","","","","","","","","","","","43000","43000"
"20210203","77","12","43","","","","","","","","","","","","","49700","49700"
"20210203","77","12","44","","","","","","","","","","","","","44000","44000"
"20210203","77","12","45","","","","","","","","","","","","","46000","46000"
"20210203","77","12","46","","","","","","","","","","","","","49800","49800"
"20210203","77","12","61","159","66","0","0","","","","","","","0","93","7.25","6.35"
"20210203","77","12","62","35","10","0","0","","","10","20","","","0","15","7.8","6.88"
"20210203","77","12","63","898","1039","0","0","","","0","144","","","558","273","8.1","7.7"
"20210203","77","12","64","253","154","0","0","","","1","10","","","10","100","8.95","8.3"
"20210210","77","11","31","1079","580","233","539","","","205","147","15","13","4","257","50800","49860"
"20210210","77","11","32","1127","516","253","586","","","61","42","0","1","4","300","53290","51880"
"20210210","77","11","34","","","","","","","","","","","","","56700","55300"
"20210210","77","12","33","26432","4902","11040","11834","0","90721","2262","2150","231","179","90260","20439","39420","38210"
"20210210","77","11","37","123","60","3","61","","","0","5","","","","","52500","49800"
"20210210","77","11","38","200","181","5","24","","","","","","","","","54500","52000"
"20210210","77","12","41","","","","","","","","","","","","","43000","43000"
"20210210","77","12","42","","","","","","","","","","","","","43000","43000"
"20210210","77","12","43","","","","","","","","","","","","","49700","49700"
"20210210","77","12","44","","","","","","","","","","","","","44000","44000"
"20210210","77","12","45","","","","","","","","","","","","","46000","46000"
"20210210","77","12","46","","","","","","","","","","","","","49800","49800"
"20210210","77","12","61","159","66","0","0","","","","","","","0","93","6.83","6.53"
"20210210","77","12","62","35","10","0","0","","","10","20","","","0","15","7.44","7.05"
"20210210","77","12","63","900","1042","0","0","","","0","146","","","558","270","7.5","7.88"
"20210210","77","12","64","253","154","0","0","","","1","10","","","10","100","8","8.47"
"20210217","77","11","31","1112","629","236","506","","","205","126","11","13","6","296","52300","51610"
"20210217","77","11","32","1133","549","287","578","","","60","50","0","1","6","308","55010","53540"
"20210217","77","11","34","","","","","","","","","","","","","58700","57100"
"20210217","77","12","33","26762","5538","9854","10861","0","90320","2203","2196","230","198","90278","20214","41370","39930"
"20210217","77","11","37","177","84","3","91","","","0","5","","","","","53500","51000"
"20210217","77","11","38","253","229","5","29","","","","","","","","","56000","52000"
"20210217","77","12","41","","","","","","","","","","","","","43000","43000"
"20210217","77","12","42","","","","","","","","","","","","","43000","43000"
"20210217","77","12","43","","","","","","","","","","","","","49700","49700"
"20210217","77","12","44","","","","","","","","","","","","","44000","44000"
"20210217","77","12","45","","","","","","","","","","","","","46000","46000"
"20210217","77","12","46","","","","","","","","","","","","","49800","49800"
"20210217","77","12","61","159","66","0","0","","","","","","","0","93","6.87","6.63"
"20210217","77","12","62","35","10","0","0","","","10","20","","","0","15","7.37","7.14"
"20210217","77","12","63","900","1042","0","0","","","0","146","","","558","270","7.61","7.99"
"20210217","77","12","64","253","154","0","0","","","1","10","","","10","100","7.9","8.6"
"20210224","77","11","31","1130","697","201","455","","","182","117","11","15","5","245","53130","51820"
"20210224","77","11","32","1060","528","264","529","","","51","42","2","1","4","281","55000","53650"
"20210224","77","11","34","","","","","","","","","","","","","58000","56800"
"20210224","77","12","33","26526","5347","6883","8465","0","89888","1657","1691","263","211","92038","21765","41360","40160"
"20210224","77","11","37","310","198","3","114","","","0","1","","","","","55500","51000"
"20210224","77","11","38","358","348","5","14","","","0","1","","","","","57000","53400"
"20210224","77","12","41","","","","","","","","","","","","","43000","43000"
"20210224","77","12","42","","","","","","","","","","","","","43000","43000"
"20210224","77","12","43","","","","","","","","","","","","","49700","49700"
"20210224","77","12","44","","","","","","","","","","","","","44000","44000"
"20210224","77","12","45","","","","","","","","","","","","","46000","46000"
"20210224","77","12","46","","","","","","","","","","","","","49800","49800"
"20210224","77","12","61","159","66","0","0","","","","","","","0","93","6.87","6.68"
"20210224","77","12","62","35","10","0","0","","","10","20","","","0","15","7.35","7.2"
"20210224","77","12","63","900","1042","0","0","","","0","146","","","558","270","7.55","8.09"
"20210224","77","12","64","253","154","0","0","","","1","10","","","10","100","7.87","8.69"
"20210303","77","11","31","1096","669","158","390","","","178","97","11","16","10","281","54350","52020"
"20210303","77","11","32","773","315","245","448","","","38","62","2","1","5","237","54810","53160"
"20210303","77","11","34","","","","","","","","","","","","","58700","56800"
"20210303","77","12","33","18244","4442","5686","4950","0","85004","1763","1789","291","180","88142","17761","40930","39550"
"20210303","77","11","37","10","10","3","2","","","0","1","","","","","55000","53800"
"20210303","77","11","38","7","12","5","0","","","","","","","","","57500","54000"
"20210303","77","12","41","","","","","","","","","","","","","43000","43000"
"20210303","77","12","42","","","","","","","","","","","","","43000","43000"
"20210303","77","12","43","","","","","","","","","","","","","49700","49700"
"20210303","77","12","44","","","","","","","","","","","","","44000","44000"
"20210303","77","12","45","","","","","","","","","","","","","46000","46000"
"20210303","77","12","46","","","","","","","","","","","","","49800","49800"
"20210303","77","12","61","135","15","0","0","","","0","120","","","","","6.31","6.96"
"20210303","77","12","62","5","0","0","0","","","5","10","","","","","6.61","8.04"
"20210303","77","12","63","525","517","0","0","","","0","146","","","408","270","7.4","8.35"
"20210303","77","12","64","763","70","0","0","","","0","600","","","7","100","7.95","9.48"
"20210310","77","11","31","1200","833","191","405","","","184","88","10","13","58","304","57790","55210"
"20210310","77","11","32","778","366","256","450","","","44","49","0","1","5","217","58000","55960"
"20210310","77","11","34","","","","","","","","","","","","","61300","59600"
"20210310","77","12","33","18733","4919","10035","10175","0","84569","2717","2696","313","241","88412","17610","44130","42440"
"20210310","77","11","37","130","40","2","92","","","","","","","","","59490","55700"
"20210310","77","11","38","32","37","5","0","","","","","","","","","59000","54800"
"20210310","77","12","41","","","","","","","","","","","","","43000","43000"
"20210310","77","12","42","","","","","","","","","","","","","43000","43000"
"20210310","77","12","43","","","","","","","","","","","","","49700","49700"
"20210310","77","12","44","","","","","","","","","","","","","44000","44000"
"20210310","77","12","45","","","","","","","","","","","","","46000","46000"
"20210310","77","12","46","","","","","","","","","","","","","49800","49800"
"20210310","77","12","61","135","15","0","0","","","0","120","","","","","6.52","7.33"
"20210310","77","12","62","5","0","0","0","","","5","10","","","","","6.84","8.49"
"20210310","77","12","63","525","517","0","0","","","0","146","","","408","270","7.64","8.65"
"20210310","77","12","64","764","70","0","0","","","0","601","","","7","100","8.35","9.84"
"20210317","77","11","31","1288","900","226","417","","","188","87","10","15","4","297","58630","56860"
"20210317","77","11","32","835","418","295","458","","","41","73","","","2","224","58950","57240"
"20210317","77","11","34","","","","","","","","","","","","","62200","60600"
"20210317","77","12","33","18750","5046","10618","10315","0","87460","2318","2293","314","314","92719","19291","45540","43960"
"20210317","77","11","37","180","80","2","101","","","0","1","","","","","59500","55700"
"20210317","77","11","38","67","72","5","0","","","","","","","","","60500","56100"
"20210317","77","12","41","","","","","","","","","","","","","43000","43000"
"20210317","77","12","42","","","","","","","","","","","","","43000","43000"
"20210317","77","12","43","","","","","","","","","","","","","49700","49700"
"20210317","77","12","44","","","","","","","","","","","","","44000","44000"
"20210317","77","12","45","","","","","","","","","","","","","46000","46000"
"20210317","77","12","46","","","","","","","","","","","","","49800","49800"
"20210317","77","12","61","135","15","0","0","","","0","120","","","","","6.57","7.45"
"20210317","77","12","62","5","0","0","0","","","5","10","","","","","6.89","8.61"
"20210317","77","12","63","525","517","0","0","","","0","146","","","408","270","7.71","8.75"
"20210317","77","12","64","1364","70","0","0","","","0","601","","","7","700","8.43","9.93"
"20210324","77","11","31","1354","983","244","403","","","189","133","2","12","6","264","52900","51750"
"20210324","77","11","32","867","491","274","416","","","38","77","","","8","203","54500","52750"
"20210324","77","11","34","","","","","","","","","","","","","58500","57200"
"20210324","77","12","33","18638","5300","8914","9012","0","78523","1865","2219","180","265","85726","20004","40620","39510"
"20210324","77","11","37","293","228","8","73","","","","","","","","","55500","56000"
"20210324","77","11","38","128","177","49","0","","","","","","","","","56800","56600"
"20210324","77","12","41","","","","","","","","","","","","","43000","43000"
"20210324","77","12","42","","","","","","","","","","","","","43000","43000"
"20210324","77","12","43","","","","","","","","","","","","","49700","49700"
"20210324","77","12","44","","","","","","","","","","","","","44000","44000"
"20210324","77","12","45","","","","","","","","","","","","","46000","46000"
"20210324","77","12","46","","","","","","","","","","","","","49800","49800"
"20210324","77","12","61","135","15","0","0","","","0","120","","","","","6.44","7.17"
"20210324","77","12","62","5","0","0","0","","","5","10","","","","","6.75","8.29"
"20210324","77","12","63","525","517","0","0","","","0","236","","","498","270","7.2","8.42"
"20210324","77","12","64","1364","70","0","0","","","0","601","","","7","700","8.14","9.55"
"20210331","77","11","31","1115","781","239","361","","","214","155","3","9","3","268","56820","55140"
"20210331","77","11","32","774","294","257","360","","","47","215","","","8","217","56800","56100"
"20210331","77","11","34","","","","","","","","","","","","","62800","61000"
"20210331","77","12","33","18022","4702","8193","8680","0","85086","2593","2238","215","279","91504","19542","43940","42250"
"20210331","77","11","37","109","48","5","66","","","","","","","","","57800","56000"
"20210331","77","11","38","13","48","35","0","","","","","","","","","59100","56600"
"20210331","77","12","41","","","","","","","","","","","","","43000","43000"
"20210331","77","12","42","","","","","","","","","","","","","43000","43000"
"20210331","77","12","43","","","","","","","","","","","","","49700","49700"
"20210331","77","12","44","","","","","","","","","","","","","44000","44000"
"20210331","77","12","45","","","","","","","","","","","","","46000","46000"
"20210331","77","12","46","","","","","","","","","","","","","49800","49800"
"20210331","77","12","61","336","0","0","0","","","0","336","","","","","6.27","7.63"
"20210331","77","12","62","30","0","0","0","","","0","30","","","","","7.38","8.79"
"20210331","77","12","63","753","453","0","0","","","0","384","","","348","264","7.6","8.44"
"20210331","77","12","64","1205","5","0","0","","","0","601","","","0","599","7.93","9.82"
"20210407","77","11","31","1035","815","231","315","","","244","119","3","7","5","262","56150","54290"
"20210407","77","11","32","774","416","227","363","","","46","81","","","25","212","55760","55000"
"20210407","77","11","34","","","","","","","","","","","","","62000","60300"
"20210407","77","12","33","16067","4796","8444","8016","0","81057","2286","2685","227","314","87999","18155","41650","40690"
"20210407","77","11","37","132","55","5","81","","","0","1","","","","","58500","56600"
"20210407","77","11","38","15","50","35","0","","","","","","","","","58500","57100"
"20210407","77","12","41","","","","","","","","","","","","","43000","43000"
"20210407","77","12","42","","","","","","","","","","","","","43000","43000"
"20210407","77","12","43","","","","","","","","","","","","","49700","49700"
"20210407","77","12","44","","","","","","","","","","","","","44000","44000"
"20210407","77","12","45","","","","","","","","","","","","","46000","46000"
"20210407","77","12","46","","","","","","","","","","","","","49800","49800"
"20210407","77","12","61","336","0","0","0","","","0","336","","","","","6","7.57"
"20210407","77","12","62","32","2","0","0","","","0","30","","","","","6.49","8.87"
"20210407","77","12","63","763","463","0","0","","","0","432","","","384","252","6.95","8.37"
"20210407","77","12","64","1258","58","0","0","","","0","601","","","0","599","6.7","9.92"
"20210414","77","11","31","1009","855","225","319","","","252","122","3","6","5","192","56700","54370"
"20210414","77","11","32","780","448","196","315","","","48","55","","","8","214","56000","55760"
"20210414","77","11","34","","","","","","","","","","","","","62500","61000"
"20210414","77","12","33","17059","5660","9799","10042","0","82454","2549","2813","212","331","91965","20284","42300","41370"
"20210414","77","11","37","188","93","5","99","","","0","1","","","","","57500","56600"
"20210414","77","11","38","51","76","25","0","","","","","","","","","57500","57100"
"20210414","77","12","41","","","","","","","","","","","","","43000","43000"
"20210414","77","12","42","","","","","","","","","","","","","43000","43000"
"20210414","77","12","43","","","","","","","","","","","","","49700","49700"
"20210414","77","12","44","","","","","","","","","","","","","44000","44000"
"20210414","77","12","45","","","","","","","","","","","","","46000","46000"
"20210414","77","12","46","","","","","","","","","","","","","49800","49800"
"20210414","77","12","61","351","15","0","0","","","0","336","","","","","6.54","7.51"
"20210414","77","12","62","35","4","0","0","","","0","31","","","","","6.38","8.83"
"20210414","77","12","63","871","470","0","0","","","0","433","","","384","352","7.41","8.32"
"20210414","77","12","64","1258","58","0","0","","","0","751","","","0","449","7.01","9.88"
"20210421","77","11","31","1083","906","322","243","","","261","142","3","5","22","395","58900","54900"
"20210421","77","11","32","824","494","132","243","","","27","40","","","15","221","55870","55950"
"20210421","77","11","34","","","","","","","","","","","","","61800","60300"
"20210421","77","12","33","18198","7174","7923","8959","0","79786","2252","2417","228","341","89873","19797","42930","41500"
"20210421","77","11","37","294","220","5","79","","","","","","","","","59900","56600"
"20210421","77","11","38","136","137","23","22","","","","","","","","","58350","57100"
"20210421","77","12","41","","","","","","","","","","","","","43000","43000"
"20210421","77","12","42","","","","","","","","","","","","","43000","43000"
"20210421","77","12","43","","","","","","","","","","","","","49700","49700"
"20210421","77","12","44","","","","","","","","","","","","","44000","44000"
"20210421","77","12","45","","","","","","","","","","","","","46000","46000"
"20210421","77","12","46","","","","","","","","","","","","","49800","49800"
"20210421","77","12","61","351","15","0","0","","","0","390","","","54","0","6.98","7.61"
"20210421","77","12","62","275","4","0","0","","","0","370","","","99","0","7.07","8.93"
"20210421","77","12","63","876","470","0","0","","","0","438","","","384","352","7.49","8.43"
"20210421","77","12","64","1258","58","0","0","","","0","751","","","0","449","7.05","9.98"
"20210428","77","11","31","887","745","324","245","","","238","140","3","5","12","329","57210","55370"
"20210428","77","11","32","680","396","148","181","","","39","44","","","7","253","56710","57330"
"20210428","77","11","34","","","","","","","","","","","","","62400","61200"
"20210428","77","12","33","19325","7678","7096","8008","0","80402","2114","2144","250","418","89334","19469","43630","42420"
"20210428","77","11","37","29","18","5","16","","","","","","","","","58100","56600"
"20210428","77","11","38","7","31","24","0","","","","","","","","","58100","57100"
"20210428","77","12","41","","","","","","","","","","","","","43000","43000"
"20210428","77","12","42","","","","","","","","","","","","","43000","43000"
"20210428","77","12","43","","","","","","","","","","","","","49700","49700"
"20210428","77","12","44","","","","","","","","","","","","","44000","44000"
"20210428","77","12","45","","","","","","","","","","","","","46000","46000"
"20210428","77","12","46","","","","","","","","","","","","","49800","49800"
"20210428","77","12","61","441","115","0","0","","","10","390","","","54","0","7.61","7.63"
"20210428","77","12","62","714","293","0","0","","","0","370","","","0","51","7.19","8.95"
"20210428","77","12","63","943","531","0","0","","","0","438","","","378","352","7.59","8.43"
"20210428","77","12","64","1409","109","0","0","","","0","751","","","0","549","8","9.98"
"20210430","77","11","31","880","741","342","247","","","234","134","3","5","7","339","58050","56070"
"20210430","77","11","32","691","419","116","153","","","43","60","","","7","225","57610","57940"
"20210430","77","11","34","","","","","","","","","","","","","62600","62100"
"20210430","77","12","33","19428","7744","6322","7953","0","79361","2038","1855","263","337","88765","19566","44520","43270"
"20210430","77","11","37","29","18","5","16","","","","","","","","","58100","56600"
"20210430","77","11","38","7","31","24","0","","","","","","","","","59800","57100"
"20210430","77","12","41","","","","","","","","","","","","","43000","43000"
"20210430","77","12","42","","","","","","","","","","","","","43000","43000"
"20210430","77","12","43","","","","","","","","","","","","","49700","49700"
"20210430","77","12","44","","","","","","","","","","","","","44000","44000"
"20210430","77","12","45","","","","","","","","","","","","","46000","46000"
"20210430","77","12","46","","","","","","","","","","","","","49800","49800"
"20210430","77","12","61","413","115","0","0","","","10","362","","","54","0","8.12","8.64"
"20210430","77","12","62","734","343","0","0","","","0","340","","","0","51","8.85","11.1"
"20210430","77","12","63","729","467","0","0","","","0","422","","","328","168","8.93","9.44"
"20210430","77","12","64","1304","54","0","0","","","0","700","","","0","550","9.45","12.02"
"20210512","77","11","31","862","743","347","259","","","255","107","3","5","14","367","59530","57350"
"20210512","77","11","32","733","449","102","165","","","61","67","","","21","236","58950","59240"
"20210512","77","11","34","","","","","","","","","","","","","64000","62600"
"20210512","77","12","33","18010","6819","7560","8383","0","77813","2607","2615","290","382","77753","10208","45130","44080"
"20210512","77","11","37","50","39","5","16","","","","","","","","","60900","56600"
"20210512","77","11","38","10","34","24","0","","","","","","","","","62500","57100"
"20210512","77","12","41","","","","","","","","","","","","","43000","43000"
"20210512","77","12","42","","","","","","","","","","","","","43000","43000"
"20210512","77","12","43","","","","","","","","","","","","","49700","49700"
"20210512","77","12","44","","","","","","","","","","","","","44000","44000"
"20210512","77","12","45","","","","","","","","","","","","","46000","46000"
"20210512","77","12","46","","","","","","","","","","","","","49800","49800"
"20210512","77","12","61","453","155","0","0","","","10","362","","","54","0","8.1","8.66"
"20210512","77","12","62","734","343","0","0","","","0","340","","","0","51","8.76","11.31"
"20210512","77","12","63","931","690","0","0","","","0","471","","","429","199","8.2","9.59"
"20210512","77","12","64","1361","54","0","0","","","0","753","","","0","554","9.34","12.28"
"20210519","77","11","31","842","801","196","212","","","194","86","3","5","15","146","58800","56110"
"20210519","77","11","32","679","433","56","150","","","27","53","","","61","187","58010","57990"
"20210519","77","11","34","","","","","","","","","","","","","64500","62800"
"20210519","77","12","33","16655","6876","9348","10225","0","71921","2343","2381","296","417","75679","12501","45060","43640"
"20210519","77","11","37","198","143","5","60","","","","","","","","","60000","57600"
"20210519","77","11","38","36","54","18","0","","","","","","","","","61000","58100"
"20210519","77","12","41","","","","","","","","","","","","","43000","43000"
"20210519","77","12","42","","","","","","","","","","","","","43000","43000"
"20210519","77","12","43","","","","","","","","","","","","","49700","49700"
"20210519","77","12","44","","","","","","","","","","","","","44000","44000"
"20210519","77","12","45","","","","","","","","","","","","","46000","46000"
"20210519","77","12","46","","","","","","","","","","","","","49800","49800"
"20210519","77","12","61","504","176","0","5","","","10","367","","","54","20","8.12","8.53"
"20210519","77","12","62","910","379","0","0","","","0","380","","","0","151","8.71","11.19"
"20210519","77","12","63","981","1445","5","0","","","0","471","","","1129","199","8.33","9.47"
"20210519","77","12","64","1365","58","0","0","","","0","843","","","0","464","9.39","12.16"
"20210526","77","11","31","668","667","239","244","","","205","91","4","8","14","120","59370","56150"
"20210526","77","11","32","500","342","52","128","","","23","34","","","38","109","58090","58480"
"20210526","77","11","34","","","","","","","","","","","","","65000","63200"
"20210526","77","12","33","16709","6780","7692","7979","0","70749","2312","2309","324","406","76757","15571","45450","44020"
"20210526","77","11","37","11","16","5","0","","","","","","","","","60000","58600"
"20210526","77","11","38","4","17","13","0","","","","","","","","","59800","59400"
"20210526","77","12","41","","","","","","","","","","","","","43000","43000"
"20210526","77","12","42","","","","","","","","","","","","","43000","43000"
"20210526","77","12","43","","","","","","","","","","","","","49700","49700"
"20210526","77","12","44","","","","","","","","","","","","","44000","44000"
"20210526","77","12","45","","","","","","","","","","","","","46000","46000"
"20210526","77","12","46","","","","","","","","","","","","","49800","49800"
"20210526","77","12","61","865","208","0","5","","","10","697","","","55","20","8.32","8.5"
"20210526","77","12","62","980","449","0","0","","","0","440","","","40","131","8.72","11.16"
"20210526","77","12","63","1191","1446","5","0","","","0","693","","","1142","199","8.4","9.48"
"20210526","77","12","64","1429","59","0","0","","","0","843","","","0","527","9.44","12.17"
"20210602","77","11","31","673","681","279","255","","","210","94","3","3","17","149","60950","57700"
"20210602","77","11","32","546","353","43","154","","","52","51","","","28","111","60430","59890"
"20210602","77","11","34","","","","","","","","","","","","","66800","64800"
"20210602","77","12","33","15359","5348","5925","7592","0","67266","2142","2123","383","351","73421","14550","46780","45400"
"20210602","77","11","37","12","17","5","0","","","","","","","","","61200","59300"
"20210602","77","11","38","4","17","13","0","","","","","","","","","61400","60900"
"20210602","77","12","41","","","","","","","","","","","","","43000","43000"
"20210602","77","12","42","","","","","","","","","","","","","43000","43000"
"20210602","77","12","43","","","","","","","","","","","","","49700","49700"
"20210602","77","12","44","","","","","","","","","","","","","44000","44000"
"20210602","77","12","45","","","","","","","","","","","","","46000","46000"
"20210602","77","12","46","","","","","","","","","","","","","49800","49800"
"20210602","77","12","61","939","301","0","5","","","10","678","","","55","20","11.82","9.29"
"20210602","77","12","62","1025","795","0","0","","","0","439","","","340","131","15","12.21"
"20210602","77","12","63","1114","1441","5","0","","","0","676","","","1113","115","12.37","10.25"
"20210602","77","12","64","1326","56","0","0","","","0","793","","","0","477","15.72","13.75"
"20210609","77","11","31","708","764","348","194","","","198","129","3","3","2","169","61950","59040"
"20210609","77","11","32","591","388","67","199","","","31","21","","","9","90","61300","61040"
"20210609","77","11","34","","","","","","","","","","","","","67700","65500"
"20210609","77","12","33","15547","5462","8848","10688","0","67792","2796","2700","394","349","74237","14831","48060","46520"
"20210609","77","11","37","58","43","2","17","","","","","","","","","62840","61100"
"20210609","77","11","38","12","25","13","0","","","","","","","","","64000","62400"
"20210609","77","12","41","","","","","","","","","","","","","43000","43000"
"20210609","77","12","42","","","","","","","","","","","","","43000","43000"
"20210609","77","12","43","","","","","","","","","","","","","49700","49700"
"20210609","77","12","44","","","","","","","","","","","","","44000","44000"
"20210609","77","12","45","","","","","","","","","","","","","46000","46000"
"20210609","77","12","46","","","","","","","","","","","","","49800","49800"
"20210609","77","12","61","939","311","0","4","","","10","679","","","65","20","11.71","9.28"
"20210609","77","12","62","1075","845","0","0","","","0","439","","","340","131","15.3","12.25"
"20210609","77","12","63","1129","1596","4","0","","","0","691","","","1269","115","12.01","10.31"
"20210609","77","12","64","1329","59","0","0","","","0","793","","","0","477","16.56","13.8"
"20210616","77","11","31","788","845","415","244","","","158","108","3","6","6","167","65550","60340"
"20210616","77","11","32","618","420","67","188","","","30","23","","","8","92","62710","62150"
"20210616","77","11","34","","","","","","","","","","","","","68500","66400"
"20210616","77","12","33","16246","5883","10297","12214","0","68320","2508","2583","400","370","74470","14551","49680","47760"
"20210616","77","11","37","239","176","2","65","","","","","","","","","64900","61100"
"20210616","77","11","38","21","34","13","0","","","","","","","","","64900","62400"
"20210616","77","12","41","","","","","","","","","","","","","43000","43000"
"20210616","77","12","42","","","","","","","","","","","","","43000","43000"
"20210616","77","12","43","","","","","","","","","","","","","49700","49700"
"20210616","77","12","44","","","","","","","","","","","","","44000","44000"
"20210616","77","12","45","","","","","","","","","","","","","46000","46000"
"20210616","77","12","46","","","","","","","","","","","","","49800","49800"
"20210616","77","12","61","945","326","0","0","","","10","762","","","153","20","10.84","9.4"
"20210616","77","12","62","1075","845","0","0","","","0","439","","","340","131","15.4","12.38"
"20210616","77","12","63","1141","1607","0","0","","","0","931","","","1512","115","11.35","10.46"
"20210616","77","12","64","1329","59","0","0","","","0","893","","","23","400","15.79","13.94"
"20210623","77","11","31","803","848","407","309","","","141","74","3","11","22","134","65000","61240"
"20210623","77","11","32","644","445","67","209","","","29","20","","","5","71","63250","62880"
"20210623","77","11","34","","","","","","","","","","","","","68300","66300"
"20210623","77","12","33","16167","5975","9229","10928","0","68945","2508","2431","418","331","74249","13961","50460","48420"
"20210623","77","11","37","432","345","2","89","","","","","","","","","65800","61100"
"20210623","77","11","38","137","129","7","15","","","","","","","","","65300","64000"
"20210623","77","12","41","","","","","","","","","","","","","43000","43000"
"20210623","77","12","42","","","","","","","","","","","","","43000","43000"
"20210623","77","12","43","","","","","","","","","","","","","49700","49700"
"20210623","77","12","44","","","","","","","","","","","","","44000","44000"
"20210623","77","12","45","","","","","","","","","","","","","46000","46000"
"20210623","77","12","46","","","","","","","","","","","","","49800","49800"
"20210623","77","12","61","1145","527","0","0","","","10","762","","","154","20","10.72","9.26"
"20210623","77","12","62","1110","845","0","0","","","0","444","","","340","161","15.33","12.24"
"20210623","77","12","63","1141","1607","0","0","","","0","932","","","1513","115","11.14","10.34"
"20210623","77","12","64","1337","67","0","0","","","0","1293","","","423","400","15.8","13.86"
"20210630","77","11","31","711","710","450","336","","","149","125","3","11","16","147","64900","61330"
"20210630","77","11","32","505","438","118","129","","","41","36","","","11","72","64500","62870"
"20210630","77","11","34","","","","","","","","","","","","","68600","66300"
"20210630","77","12","33","16321","6567","7985","9762","0","68722","2459","2174","372","460","73899","13351","50350","48250"
"20210630","77","11","37","8","10","2","0","","","","","","","","","63300","62500"
"20210630","77","11","38","25","32","7","0","","","","","","","","","65500","64000"
"20210630","77","12","41","","","","","","","","","","","","","43000","43000"
"20210630","77","12","42","","","","","","","","","","","","","43000","43000"
"20210630","77","12","43","","","","","","","","","","","","","49700","49700"
"20210630","77","12","44","","","","","","","","","","","","","44000","44000"
"20210630","77","12","45","","","","","","","","","","","","","46000","46000"
"20210630","77","12","46","","","","","","","","","","","","","49800","49800"
"20210630","77","12","61","1078","478","0","0","","","0","734","","","154","20","14.31","8.61"
"20210630","77","12","62","974","709","0","0","","","0","444","","","340","161","17.5","10.7"
"20210630","77","12","63","1037","1606","0","0","","","0","914","","","1483","0","14.45","9.31"
"20210630","77","12","64","1193","21","0","0","","","0","1245","","","423","350","18.52","11.27"
